"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"google-maps-widget","likely_yes","Doesn't include editor functionality","100000"
"google-mobile-sitemap","likely_yes","Doesn't include editor functionality","7000"
"google-news-sitemap","likely_yes","Doesn't include editor functionality","4000"
"google-news-sitemap-generator","likely_yes","Doesn't include editor functionality","3000"
"google-no-captcha-recaptcha","likely_yes","Doesn't include editor functionality","8000"
"google-pagespeed-insights","unknown","","20000"
"google-per-page-tracking-code","unknown","","3000"
"google-picasa-albums-viewer","unknown","","4000"
"google-places-reviews","unknown","","8000"
"google-plus-authorship","unknown","","10000"
"google-privacy-policy","unknown","","10000"
"google-publisher","unknown","","0"
"google-remarketing","unknown","","8000"
"google-routeplaner","unknown","","4000"
"google-seo-author-snippets","unknown","","3000"
"google-site-verification-using-meta-tag","unknown","","9000"
"google-sitemap-generator","yes","Doesn't include editor functionality","2000000"
"google-sitemap-plugin","likely_yes","Doesn't include editor functionality","80000"
"google-tag-manager","likely_yes","Doesn't include editor functionality","20000"
"google-translator","unknown","","4000"
"google-typography","unknown","","10000"
"google-universal-analytics","likely_yes","Doesn't include editor functionality","20000"
"google-video-sitemap-feed-with-multisite-support","likely_yes","Doesn't include editor functionality","5000"
"google-web-fonts-customizer-gwfc","unknown","","5000"
"google-webfont-optimizer","unknown","","7000"
"google-website-translator","unknown","","10000"
"google-xml-sitemap","likely_yes","Doesn't include editor functionality","0"
"google-xml-sitemaps-v3-for-qtranslate","likely_yes","Doesn't include editor functionality","30000"
"google-xml-sitemaps-with-multisite-support","unknown","","0"
"google-xml-sitemaps-with-qtranslate-support","likely_yes","Doesn't include editor functionality","7000"
"googleanalytics","likely_yes","Doesn't include editor functionality","600000"
"gotmls","likely_yes","Existing functionality works in Gutenberg","200000"
"gourl-bitcoin-payment-gateway-paid-downloads-membership","unknown","","7000"
"gourl-woocommerce-bitcoin-altcoin-payment-gateway-addon","unknown","","6000"
"gplus-comments","unknown","","10000"
"grand-media","unknown","","20000"
"gravatar-widget","unknown","","0"
"gravitate-event-tracking","likely_yes","Doesn't include editor functionality","3000"
"gravity-forms-addons","unknown","","5000"
"gravity-forms-advanced-file-uploader","unknown","","3000"
"gravity-forms-auto-placeholders","unknown","","3000"
"gravity-forms-bootstrap-3-style","unknown","","4000"
"gravity-forms-constant-contact","unknown","","10000"
"gravity-forms-css-ready-selector","unknown","","20000"
"gravity-forms-custom-post-types","unknown","","20000"
"gravity-forms-duplicate-prevention","unknown","","3000"
"gravity-forms-google-analytics-event-tracking","likely_yes","Doesn't include editor functionality","10000"
"gravity-forms-no-captcha-recaptcha","likely_yes","Doesn't include editor functionality","20000"
"gravity-forms-pdf-extended","unknown","","20000"
"gravity-forms-placeholder-support-add-on","unknown","","9000"
"gravity-forms-placeholders","unknown","","10000"
"gravity-forms-salesforce","unknown","","7000"
"gravity-forms-sticky-list","unknown","","4000"
"gravity-forms-toolbar","unknown","","4000"
"gravityforms-nl","unknown","","10000"
"greeklish-permalink","unknown","","7000"
"gregs-high-performance-seo","unknown","","10000"
"gregs-threaded-comment-numbering","unknown","","4000"
"grid-columns","unknown","","5000"
"grid-plus","unknown","","5000"
"grid-shortcodes","unknown","","3000"
"gridable","unknown","","6000"
"groups","unknown","","20000"
"growmap-anti-spambot-plugin","unknown","","40000"
"grunion-contact-form","unknown","","0"
"gs-logo-slider","unknown","","10000"
"gs-testimonial","unknown","","3000"
"gt3-photo-video-gallery","unknown","","4000"
"gtmetrix-for-wordpress","likely_yes","Doesn't include editor functionality","10000"
"gtrans","unknown","","0"
"gtranslate","yes","Doesn't include editor functionality","100000"
"guerrillas-legal-pages","unknown","","10000"
"gutenberg","unknown","","6000"
"gwolle-gb","unknown","","40000"
"gzip-ninja-speed-compression","unknown","","30000"
"gzippy","unknown","","3000"
"h5p","unknown","","10000"
"hacklog-remote-image-autosave","unknown","","3000"
"hana-code-insert","unknown","","3000"
"hana-flv-player","unknown","","10000"
"hangul-font-nanumgothic-google","unknown","","5000"
"hc-custom-wp-admin-url","likely_yes","Doesn't include editor functionality","20000"
"hdw-player-video-player-video-gallery","unknown","","3000"
"head-cleaner","unknown","","30000"
"head-footer-code","unknown","","20000"
"head-meta-data","unknown","","10000"
"header-and-footer-scripts","unknown","","50000"
"header-and-footer-scripts-inserter","unknown","","20000"
"header-footer","likely_yes","Existing functionality works in Gutenberg","100000"
"header-footer-code-manager","likely_yes","Doesn't include editor functionality","9000"
"header-footer-elementor","unknown","","20000"
"header-image-slider","unknown","","4000"
"headspace2","likely_yes","Doesn't include editor functionality","30000"
"healcode-mindbody-widget","unknown","","7000"
"health-check","unknown","","10000"
"heartbeat-control","testing","","80000"
"heateor-social-comments","unknown","","5000"
"heatmap-for-wp","likely_yes","Doesn't include editor functionality","7000"
"helios-solutions-woocommerce-hide-price-and-add-to-cart-button","unknown","","4000"
"hello-dolly","no","Some editor UI is missing","1000000"
"hellobar","unknown","","6000"
"hide-admin-bar","unknown","","30000"
"hide-admin-bar-from-non-admins","unknown","","20000"
"hide-comments-feature","unknown","","7000"
"hide-featured-image","unknown","","30000"
"hide-my-site","unknown","","30000"
"hide-my-wp","unknown","","8000"
"hide-page-and-post-title","unknown","","8000"
"hide-page-post-titles","unknown","","5000"
"hide-plugin-updates-notifications","unknown","","20000"
"hide-plugins","unknown","","5000"
"hide-singular-title","unknown","","0"
"hide-this","unknown","","6000"
"hide-title","likely_yes","Doesn't include editor functionality, Meta box doesn't work as expected","100000"
"hide-update-reminder","unknown","","3000"
"hide-your-theme-name","unknown","","0"
"hide-youtube-related-videos","unknown","","20000"
"hierarchical-html-sitemap","unknown","","6000"
"hierarchical-pages","unknown","","3000"
"hifi","unknown","","3000"
"highlight-search-terms","unknown","","8000"
"hit-counter-max","unknown","","6000"
"hl-twitter","unknown","","4000"
"hms-testimonials","unknown","","4000"
"homepage-control","unknown","","30000"
"homepage-pop-up","unknown","","10000"
"hookpress","unknown","","3000"
"horizontal-scrolling-announcement","unknown","","20000"
"host-analyticsjs-local","likely_yes","Doesn't include editor functionality","10000"
"hot-linked-image-cacher","unknown","","4000"
"hotfix","unknown","","10000"
"hotjar-connecticator","unknown","","10000"
"hpbseo","unknown","","5000"
"hpbtool","unknown","","10000"
"hreflang-tags-by-dcgws","unknown","","5000"
"hs-social-media-buttons","unknown","","4000"
"html-editor-syntax-highlighter","unknown","","20000"
"html-in-category-and-pages","unknown","","3000"
"html-in-url","unknown","","5000"
"html-in-widget-titles","unknown","","5000"
"html-javascript-adder","unknown","","0"
"html-on-pages","yes","Doesn't include editor functionality","60000"
"html-sitemap","unknown","","30000"
"html5-audio-player","unknown","","4000"
"html5-jquery-audio-player","unknown","","8000"
"html5-maps","unknown","","4000"
"html5-responsive-faq","unknown","","10000"
"html5-videogallery-plus-player","unknown","","3000"
"http-headers","unknown","","4000"
"http-https-remover","unknown","","10000"
"https-redirection","yes","Doesn't include editor functionality","70000"
"hubspot-tracking-code","unknown","","30000"
"hueman-addons","unknown","","30000"
"hummingbird-performance","likely_yes","Doesn't include editor functionality","10000"
"hungryfeed","unknown","","0"
"hupso-share-buttons-for-twitter-facebook-google","unknown","","30000"
"huzzaz-video-gallery","unknown","","5000"
"hw-image-widget","unknown","","6000"
"hyper-cache","likely_yes","Doesn't include editor functionality","40000"
"hyper-cache-extended","unknown","","3000"
"hypercomments","unknown","","3000"
"i-recommend-this","unknown","","0"
"icegram","unknown","","40000"
"icegram-rainmaker","unknown","","10000"
"icon-list","unknown","","4000"
"idx-broker-platinum","unknown","","8000"
"if-menu","unknown","","30000"
"ifeature-slider","unknown","","10000"
"iflychat","unknown","","5000"
"iframe","yes","Existing functionality works in Gutenberg","100000"
"iframe-embed-for-youtube","unknown","","3000"
"iframe-embedder","unknown","","4000"
"iframe-widget","unknown","","5000"
"iframely","unknown","","5000"
"igniteup","likely_yes","Doesn't include editor functionality","20000"
"ik-facebook","unknown","","6000"
"illdy-companion","unknown","","20000"
"im8-exclude-pages","unknown","","0"
"image-banner-widget","unknown","","10000"
"image-caption-hover","unknown","","10000"
"image-carousel","unknown","","7000"
"image-cleanup","unknown","","10000"
"image-elevator","unknown","","10000"
"image-gallery-reloaded","unknown","","3000"
"image-horizontal-reel-scroll-slideshow","unknown","","10000"
"image-hover-effects","unknown","","5000"
"image-hover-effects-ultimate","unknown","","5000"
"image-hover-effects-visual-composer-extension","unknown","","8000"
"image-optimizer-wd","unknown","","10000"
"image-regenerate-select-crop","unknown","","6000"
"image-rotation-fixer","unknown","","6000"
"image-rotation-repair","unknown","","7000"
"image-sizes","unknown","","3000"
"image-slider-widget","unknown","","10000"
"image-teleporter","unknown","","4000"
"image-text-widget","unknown","","5000"
"image-upload-for-bbpress","unknown","","3000"
"image-watermark","unknown","","40000"
"image-watermark-wp","unknown","","3000"
"image-widget","likely_yes","Doesn't include editor functionality","400000"
"image-widget-deluxe","unknown","","7000"
"image-zoom","unknown","","10000"
"imagemagick-engine","unknown","","10000"
"imagemapper","unknown","","8000"
"imagerecycle-pdf-image-compression","unknown","","3000"
"images-thumbnail-sliderv1","unknown","","0"
"imagify","yes","Doesn't include editor functionality","100000"
"img-mouseover","unknown","","7000"
"import-external-attachments","unknown","","3000"
"import-external-images","unknown","","10000"
"import-facebook-events","unknown","","4000"
"import-html-pages","unknown","","10000"
"import-users-from-csv","unknown","","10000"
"import-users-from-csv-with-meta","likely_yes","Doesn't include editor functionality","20000"
"improved-include-page","unknown","","10000"
"improved-save-button","unknown","","4000"
"imsanity","yes","Existing functionality works in Gutenberg","200000"
"include-me","unknown","","7000"
"increase-upload-max-filesize","unknown","","0"
"infinite-scroll","unknown","","10000"
"infolinks-officlial-plugin","unknown","","7000"
"infusionsoft","unknown","","6000"
"infusionsoft-official-opt-in-forms","unknown","","3000"
"inline-google-spreadsheet-viewer","unknown","","10000"
"inline-javascript","unknown","","4000"
"inpost-gallery","unknown","","4000"
"inquiry-form-creator","unknown","","0"
"insert-code-in-header-and-footer","unknown","","6000"
"insert-headers-and-footers","likely_yes","Existing functionality works in Gutenberg","400000"
"insert-html-snippet","unknown","","30000"
"insert-pages","unknown","","20000"
"insert-php","likely_no","","100000"
"insert-php-code-snippet","unknown","","20000"
"insert-post-ads","unknown","","20000"
"insights","unknown","","4000"
"insite-for-wp-personalization-made-easy","unknown","","6000"
"insta-gallery","unknown","","10000"
"instagram-feed","likely_yes","","500000"
"instagram-for-wordpress","unknown","","8000"
"instagram-image-gallery","unknown","","10000"
"instagram-picture","unknown","","0"
"instagram-slider-widget","yes","Doesn't include editor functionality","100000"
"instagram-widget-by-wpzoom","unknown","","10000"
"instagrate-to-wordpress","unknown","","6000"
"instalinker","unknown","","4000"
"install-profiles","unknown","","4000"
"instant-images","unknown","","10000"
"instantsearch-for-woocommerce","unknown","","3000"
"instapage","unknown","","20000"
"instashow-lite","unknown","","10000"
"integracao-rd-station","unknown","","4000"
"intelly-countdown","unknown","","3000"
"intelly-related-posts","unknown","","20000"
"intensedebate","unknown","","3000"
"interactive-3d-flipbook-powered-physics-engine","unknown","","4000"
"intercom","unknown","","8000"
"intergeo-maps","no","JavaScript error prevents use","60000"
"international-telephone-input-for-contact-form-7","unknown","","3000"
"intuitive-custom-post-order","yes","Doesn't include editor functionality","200000"
"invisible-captcha","likely_yes","Doesn't include editor functionality","9000"
"invisible-recaptcha","likely_yes","Doesn't include editor functionality","30000"
"invite-anyone","unknown","","8000"
"ios-images-fixer","unknown","","8000"
"ip-address-blocker","unknown","","3000"
"ip-blacklist-cloud","likely_yes","Doesn't include editor functionality","5000"
"ip-geo-block","likely_yes","Doesn't include editor functionality","30000"
